City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
575,zabaykalsk,RU,49.6333,117.3167,-8.9,88,39,15.1,scattered clouds
576,mogadishu,SO,2.0371,45.3438,75.96,78,8,16.62,clear sky
577,kesova gora,RU,57.5836,37.2922,23.07,95,100,10.85,overcast clouds
578,tongren,CN,27.7172,109.1853,35.62,50,94,2.59,overcast clouds
579,along,IN,28.1667,94.7667,50.32,96,86,2.35,overcast clouds
580,san juan,AR,-31.5375,-68.5364,86.97,28,92,16.37,overcast clouds
581,fairmont,US,39.4851,-80.1426,43.97,74,100,2.55,overcast clouds
582,borovskoy,KZ,53.8,64.15,-5.98,82,11,6.42,few clouds
583,xinxiang,CN,35.3089,113.8672,25.54,62,68,3.24,broken clouds
584,lodwar,KE,3.1191,35.5973,84.24,34,30,14.61,scattered clouds
585,yanliang,CN,34.6592,109.2292,27.59,54,91,5.99,overcast clouds
586,craig,US,40.5153,-107.5464,33.75,69,100,6.91,overcast clouds
587,eldorado,BR,-23.7869,-54.2836,82.08,68,83,3.13,broken clouds
588,veseloyarsk,RU,51.2836,81.1056,8.96,95,100,10.87,light snow
589,deyang,CN,31.1302,104.382,30.81,63,55,0.92,broken clouds
590,kirensk,RU,57.7853,108.1119,-15.81,98,100,2.51,overcast clouds
591,sitka,US,57.0531,-135.33,42.69,70,100,14.97,light rain
592,awjilah,LY,29.1081,21.2869,54.79,62,0,5.97,clear sky
593,hachinohe,JP,40.5,141.5,31.06,60,83,10.63,broken clouds
594,peniche,PT,39.3558,-9.3811,58.1,90,90,29.51,overcast clouds
595,neftekumsk,RU,44.6667,44.9167,30.49,92,7,7.74,clear sky
596,biltine,TD,14.5333,20.9167,67.53,20,75,10.83,broken clouds
597,banda aceh,ID,5.5577,95.3222,75.61,83,100,13.18,overcast clouds
598,shache,CN,38.4167,77.2406,-6.32,97,14,2.37,few clouds
599,gushikawa,JP,26.3544,127.8686,61.83,77,0,5.75,clear sky
600,bundaberg,AU,-24.85,152.35,74.21,99,100,1.01,light rain
601,redlands,US,34.0556,-117.1825,54.55,75,75,11.5,broken clouds
602,bismarck,US,46.8083,-100.7837,22.84,90,100,12.66,mist
603,kauhajoki,FI,62.4333,22.1833,32.11,91,74,7.0,broken clouds
604,sarangani,PH,5.4033,125.4636,81.77,76,68,2.82,broken clouds
605,calabozo,VE,8.9242,-67.4293,87.19,34,24,4.25,few clouds
606,moerai,PF,-22.4333,-151.3333,78.6,79,75,17.67,light rain
607,drexel heights,US,32.1412,-111.0284,56.75,77,100,10.36,overcast clouds
608,evensk,RU,61.95,159.2333,-2.42,79,100,5.95,overcast clouds
609,vao,NC,-22.6667,167.4833,75.85,70,99,17.81,overcast clouds
610,launceston,AU,-41.45,147.1667,67.15,70,100,5.75,overcast clouds
611,carutapera,BR,-1.195,-46.02,73.72,95,56,4.92,broken clouds
612,morondava,MG,-20.2833,44.2833,78.24,78,16,4.36,few clouds
613,kuah,MY,6.3265,99.8432,75.18,73,20,5.75,few clouds
614,liaozhong,CN,41.5061,122.7242,15.28,52,1,3.65,clear sky
615,palmerston,AU,-12.486,130.9833,87.78,76,75,9.22,broken clouds
616,akom,CM,2.6678,12.7109,70.72,57,100,4.29,overcast clouds
617,port blair,IN,11.6667,92.75,68.04,88,82,0.0,mist
618,vilhena,BR,-12.7406,-60.1458,68.49,98,100,3.09,overcast clouds
619,raudeberg,NO,61.9875,5.1352,36.27,70,86,7.7,overcast clouds
620,half moon bay,US,37.4636,-122.4286,54.52,76,75,19.57,haze
621,boksitogorsk,RU,59.474,33.8485,30.6,93,94,7.34,overcast clouds
622,moose factory,CA,51.2585,-80.6094,33.8,51,100,2.3,overcast clouds
623,gonbad-e qabus,IR,37.25,55.1672,34.75,45,73,1.01,broken clouds
624,nanyuki,KE,0.0167,37.0728,49.86,68,11,4.72,few clouds
625,tromso,NO,69.6496,18.957,30.22,80,100,17.27,light snow
626,erzin,TR,36.9559,36.2,49.6,81,100,4.9,overcast clouds
627,strezhevoy,RU,60.7333,77.5889,1.92,99,100,5.61,overcast clouds
628,ikungi,TZ,-5.1333,34.7667,58.8,94,93,4.5,overcast clouds
629,panguna,PG,-6.3164,155.4848,80.56,66,98,2.21,light rain
630,boende,CD,-0.2167,20.8667,73.72,81,100,3.62,overcast clouds
631,los llanos de aridane,ES,28.6585,-17.9182,60.55,66,20,10.36,few clouds
632,svetlyy,RU,54.675,20.1347,35.65,83,42,15.08,scattered clouds
633,fonte boa,BR,-2.4959,-66.2662,73.6,97,73,3.13,broken clouds
634,alfenas,BR,-21.4292,-45.9472,67.37,92,79,2.13,light rain
635,ouallam,NE,14.3188,2.0866,67.01,15,69,10.76,broken clouds
636,muros,ES,42.7762,-9.0603,58.08,82,98,29.46,overcast clouds
637,hong gai,VN,20.956,107.0946,53.51,67,100,5.84,overcast clouds
638,marsh harbour,BS,26.5412,-77.0636,66.94,55,2,6.08,clear sky
639,coffs harbour,AU,-30.3,153.1333,76.96,69,40,6.91,scattered clouds
640,eureka,US,40.8021,-124.1637,52.41,81,100,5.99,overcast clouds
641,solnechnyy,RU,50.7214,136.6319,-18.06,92,79,2.46,broken clouds
642,ferma,RU,57.9016,56.3064,6.93,56,0,4.47,clear sky
643,khurba,RU,50.4072,136.8819,-20.81,99,99,2.89,overcast clouds
644,saint-leu,RE,-21.15,55.2833,77.83,74,57,3.31,broken clouds
645,nurota,UZ,40.5614,65.6886,14.5,61,1,4.56,clear sky
646,turukhansk,RU,65.8167,87.9833,-29.94,85,63,6.85,broken clouds
647,saint anthony,US,45.0205,-93.218,35.2,95,100,5.75,snow
648,oranjemund,NA,-28.55,16.4333,64.02,93,98,2.48,overcast clouds
649,bay roberts,CA,47.5999,-53.2648,44.65,99,100,3.0,overcast clouds
650,tiarei,PF,-17.5333,-149.3333,86.02,68,80,3.53,broken clouds
651,nova bystrice,CZ,49.0193,15.1032,32.58,91,100,3.65,overcast clouds
652,namibe,AO,-15.1961,12.1522,73.42,79,93,5.55,overcast clouds
653,mwense,ZM,-10.3845,28.698,64.76,97,100,1.97,light rain
654,norman wells,CA,65.282,-126.8329,3.24,78,100,8.05,light snow
655,erenhot,CN,43.6475,111.9767,2.91,91,23,6.58,few clouds
656,sioux lookout,CA,50.1001,-91.917,32.07,100,100,2.3,mist
657,qingquan,CN,30.4511,115.2559,32.83,63,6,2.06,clear sky
658,moron,AR,-34.6534,-58.6198,84.09,66,30,10.92,scattered clouds
659,kuryk,KZ,43.2,51.65,30.99,39,95,15.75,overcast clouds
660,pangkalanbuun,ID,-2.6833,111.6167,76.32,89,99,3.04,overcast clouds
661,abnub,EG,27.2696,31.1511,50.5,67,0,3.18,clear sky
662,boundiali,CI,9.5217,-6.4869,72.97,18,4,3.94,clear sky
663,xiangxiang,CN,27.7333,112.5333,36.28,56,92,3.6,overcast clouds
664,luau,AO,-10.7073,22.2247,62.98,97,100,2.95,overcast clouds
665,kadoshkino,RU,54.0257,44.4191,16.95,93,67,11.97,broken clouds
666,inuvik,CA,68.3499,-133.7218,-5.04,84,75,2.3,light snow
667,boyolangu,ID,-8.1181,111.8935,77.5,87,93,2.75,overcast clouds
668,aberdeen,GB,57.1437,-2.0981,30.76,83,15,12.66,few clouds
669,soyo,AO,-6.1349,12.3689,78.64,86,99,6.78,overcast clouds
670,tudela,ES,42.0617,-1.6045,45.5,62,99,36.57,overcast clouds
671,kita,ML,13.0349,-9.4895,72.01,14,12,4.52,few clouds
672,banjar,ID,-8.19,114.9675,79.61,86,99,1.92,overcast clouds
673,jacareacanga,BR,-6.2222,-57.7528,73.24,98,97,0.58,overcast clouds
674,arlit,NE,18.7369,7.3853,61.83,23,0,6.71,clear sky
675,whitianga,NZ,-36.8333,175.7,66.6,71,37,9.19,scattered clouds
676,pokhara,NP,28.2333,83.9833,47.25,41,0,4.83,clear sky
677,ushtobe,KZ,45.2514,77.9838,0.1,84,2,4.12,clear sky
678,tanete,ID,-3.9443,119.7848,81.39,77,98,0.92,overcast clouds
679,khani,GE,41.9563,42.9566,40.57,66,97,6.87,overcast clouds
680,dhidhdhoo,MV,6.8833,73.1,80.26,75,16,13.11,few clouds
681,novonukutskiy,RU,53.7002,102.7117,5.32,93,100,3.11,overcast clouds
682,jiamusi,CN,46.8333,130.35,-12.15,96,23,6.08,few clouds
683,lasa,IT,46.6166,10.7002,31.08,94,93,4.34,light snow
684,nanning,CN,22.8167,108.3167,45.05,57,100,3.94,overcast clouds
685,codajas,BR,-3.8367,-62.0569,73.67,97,100,1.41,overcast clouds
686,uni,RU,57.7535,51.4923,3.47,95,6,9.86,clear sky
687,campbell river,CA,50.0163,-125.2446,44.98,100,100,8.05,mist
688,maumere,ID,-8.6199,122.2111,81.77,74,94,2.13,overcast clouds
689,ouadda,CF,8.0777,22.4007,70.03,27,43,7.14,scattered clouds
690,karoi,ZW,-16.8099,29.6925,62.44,96,99,6.6,overcast clouds
691,sistranda,NO,63.7256,8.834,31.96,73,17,22.17,few clouds
692,yazman,PK,29.1212,71.7446,47.91,15,0,6.31,clear sky
693,chengde,CN,40.9725,117.9361,8.04,84,4,4.25,clear sky
694,goderich,CA,43.7501,-81.7165,39.9,38,100,13.8,overcast clouds
695,skjervoy,NO,70.0311,20.9714,26.6,78,99,10.56,overcast clouds
696,fort-shevchenko,KZ,44.5086,50.263,33.6,53,68,17.49,broken clouds
697,kondinskoye,RU,59.6481,67.41,9.3,88,71,9.08,broken clouds
698,ushibuka,JP,32.1906,130.0228,49.55,69,64,7.56,broken clouds
699,sao miguel do tapuio,BR,-5.5036,-41.3233,69.82,97,100,4.79,overcast clouds
700,yermakovskoye,RU,53.2831,92.4003,17.64,82,100,20.27,light snow
701,xalpatlahuac,MX,17.4667,-98.6167,66.83,57,9,6.62,clear sky
702,deniliquin,AU,-35.5333,144.9667,90.81,30,7,11.43,clear sky
703,maneadero,MX,31.7167,-116.5667,56.1,81,100,4.0,overcast clouds
704,arona,ES,28.0996,-16.681,58.12,64,20,16.11,few clouds
705,kumluca,TR,36.3703,30.2869,54.18,75,14,4.41,few clouds
706,laguna de perlas,NI,12.3429,-83.6712,74.46,73,15,9.98,few clouds
707,monfalcone,IT,45.8072,13.5342,44.6,94,75,4.61,broken clouds
708,sola,VU,-13.8833,167.55,81.37,76,100,12.5,overcast clouds
709,new bern,US,35.1085,-77.0441,48.22,59,0,3.44,clear sky
710,oussouye,SN,12.485,-16.5469,72.12,53,57,7.0,broken clouds
711,boca do acre,BR,-8.7522,-67.3978,70.32,98,100,1.39,overcast clouds
712,sheopur,IN,25.6667,76.7,44.2,47,0,4.83,clear sky
713,sur,OM,22.5667,59.5289,67.55,65,44,3.33,scattered clouds
714,altamont,US,42.2068,-121.7372,38.89,65,0,12.66,clear sky
715,sobolevo,RU,54.4299,31.8996,30.34,96,100,11.7,light snow
716,dubbo,AU,-32.25,148.6167,80.73,44,40,10.36,scattered clouds
717,udachnyy,RU,66.4167,112.4,-49.56,71,100,4.36,overcast clouds
718,purepero,MX,19.9167,-102.0167,64.26,32,100,3.51,overcast clouds
719,kijang,KR,35.2442,129.2139,31.73,25,86,5.37,overcast clouds
720,san quintin,MX,30.4833,-115.95,60.3,81,100,11.23,overcast clouds
